price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,yr_built,sqft_living15,sqft_lot15,presence_of_basement,presence_of_renovation,year,property_age,basement_present,renovated,view#0,view#1,view#2,view#3,view#4,grade#1,grade#3,grade#4,grade#5,grade#6,grade#7,grade#8,grade#9,grade#10,grade#11,grade#12,grade#13,zipcode#98004,zipcode#98102,zipcode#98109,zipcode#98112,zipcode#98039,zipcode#98040
329000.0,3,2.25,2450,6500,2.0,0,4,2450,1985,2200,6865,0,0,2014,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233000.0,3,2.0,1710,4697,1.5,0,5,1710,1941,1030,4705,0,0,2014,73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
937000.0,3,1.75,2450,2691,2.0,0,3,1750,1915,1760,3573,1,0,2014,99,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
667000.0,3,1.0,1400,1581,1.5,0,5,1400,1909,1860,3861,0,0,2014,105,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
438000.0,3,1.75,1520,6380,1.0,0,3,790,1948,1520,6235,1,0,2014,66,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719000.0,4,2.5,2570,7173,2.0,0,3,2570,2005,2630,6026,0,0,2015,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580500.0,3,2.5,2320,3980,2.0,0,3,2320,2003,2580,3980,0,0,2014,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280000.0,2,1.5,1190,1265,3.0,0,3,1190,2005,1390,1756,0,0,2014,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
687500.0,4,1.75,2330,5000,1.5,0,4,1510,1929,1460,5000,1,0,2014,85,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535000.0,3,1.0,1090,3000,1.5,0,4,1090,1929,1570,5080,0,0,2014,85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322500.0,4,2.75,2060,6659,1.0,0,3,1280,1981,2020,8720,1,0,2014,33,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
696000.0,3,2.5,2300,3060,1.5,0,3,1510,1930,1590,3264,1,1,2014,84,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
550000.0,4,1.0,1660,34848,1.0,0,1,930,1933,2160,11467,1,0,2014,81,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640000.0,4,2.0,2360,6000,2.0,0,4,2360,1904,1730,4700,0,0,2014,110,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240000.0,4,1.0,1220,8075,1.0,0,2,890,1969,1290,7800,1,0,2015,46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
605000.0,4,2.5,2620,7553,2.0,0,3,2620,1996,2620,11884,0,0,2014,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
625000.0,4,2.5,2570,5520,2.0,0,3,2570,2000,2470,5669,0,0,2014,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
775000.0,4,2.25,4220,24186,1.0,0,3,2600,1984,2410,30617,1,0,2014,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861990.0,5,2.75,3595,5639,2.0,0,3,3595,2014,3625,5639,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
685000.0,3,1.0,1570,2280,2.0,0,3,1570,1922,1580,2640,0,0,2014,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309000.0,3,1.0,1280,9656,1.0,0,4,920,1959,1340,8808,1,0,2014,55,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488000.0,3,2.5,3160,13603,2.0,0,3,3160,2003,3050,9232,0,0,2014,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210490.0,3,1.0,990,8528,1.0,0,3,990,1966,1228,8840,0,0,2015,49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785000.0,4,2.5,2290,13416,2.0,0,4,2290,1981,2680,13685,0,0,2014,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450000.0,3,1.75,1250,5963,1.0,0,4,1250,1953,970,5100,0,0,2015,62,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1350000.0,3,2.5,2753,65005,1.0,1,5,2165,1953,2680,72513,1,0,2015,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228000.0,3,1.0,1190,9199,1.0,0,3,1190,1955,1190,9364,0,0,2014,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345000.0,5,2.5,3150,9134,1.0,0,4,1640,1966,1990,9133,1,0,2015,49,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600000.0,3,1.75,1410,4080,1.0,0,4,1000,1950,1410,4080,1,0,2014,64,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
585000.0,2,1.75,1980,8550,1.0,0,3,990,1981,1480,6738,1,0,2015,34,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920000.0,5,2.25,2730,6000,1.5,0,3,2130,1927,2730,6000,1,0,2015,88,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
885000.0,4,2.5,2830,5000,2.0,0,3,2830,1995,1950,5000,0,0,2014,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292500.0,4,2.5,2250,4495,2.0,0,3,2250,2008,2250,4500,0,0,2014,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301000.0,3,2.5,2420,4750,2.0,0,3,2420,2003,2690,4750,0,0,2015,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951000.0,5,3.25,3250,14342,2.0,0,4,3250,1968,2960,11044,0,0,2014,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430000.0,4,3.0,1850,9976,2.0,0,3,1850,1991,2270,8542,0,0,2015,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
650000.0,3,2.25,2150,21235,1.0,0,4,1590,1959,2570,18900,1,0,2014,55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289000.0,3,1.75,1260,8400,1.0,0,3,1260,1954,1290,8750,0,0,2014,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505000.0,3,1.75,2519,8690,2.0,0,5,2519,1973,2500,9500,0,0,2014,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549000.0,3,1.75,1540,1044,3.0,0,3,1540,2014,1580,3090,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425000.0,3,2.25,1660,6000,1.0,0,3,1110,1979,1440,4080,1,0,2014,35,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317625.0,3,2.75,2770,3809,1.5,0,5,1770,1925,1440,4000,1,0,2014,89,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
975000.0,4,2.5,2720,11049,2.0,0,3,2720,1989,2750,11049,0,0,2014,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
287000.0,4,2.5,2240,4648,2.0,0,3,2240,2005,2221,4557,0,0,2014,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204000.0,3,1.0,1000,12070,1.0,0,4,1000,1968,1010,12635,0,0,2014,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1325000.0,5,2.25,3200,20158,1.0,0,3,1600,1965,3390,20158,1,0,2014,49,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1040000.0,5,3.25,4770,50094,1.0,0,4,3070,1973,3530,38917,1,0,2014,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325000.0,3,2.0,1260,5612,1.0,0,4,1260,1972,1640,4745,0,0,2015,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571000.0,4,2.0,2750,7807,1.5,0,5,2250,1916,1510,7807,1,0,2014,98,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360000.0,4,2.5,2380,5000,2.0,0,3,2380,2005,2420,5000,0,0,2014,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349000.0,3,1.75,1790,50529,1.0,0,5,1090,1965,1940,50529,1,0,2015,50,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832500.0,4,4.0,3430,35102,2.0,0,4,2390,1986,3240,35020,1,0,2014,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380000.0,4,1.75,1760,7300,1.0,0,3,880,1956,1680,7500,1,0,2014,58,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480000.0,3,1.0,1040,5060,1.0,0,3,1040,1941,890,5060,0,0,2015,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410000.0,3,1.0,1410,5060,1.0,0,4,910,1956,1130,5693,1,0,2014,58,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
720000.0,4,2.5,3450,39683,2.0,0,3,3450,2002,3350,39750,0,0,2015,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390000.0,3,2.5,2350,5100,2.0,0,3,2350,2003,2350,5363,0,0,2014,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360000.0,4,2.5,1900,5889,2.0,0,3,1900,1992,1870,6405,0,0,2014,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355000.0,2,1.0,2020,6720,1.0,0,3,1010,1948,1720,6720,1,0,2014,66,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356000.0,3,1.5,1680,8712,1.0,0,3,1680,1964,1850,8797,0,0,2015,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315000.0,3,1.0,960,6634,1.0,0,3,960,1952,1570,7203,0,0,2014,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940000.0,3,1.5,2140,3600,2.0,0,3,1900,1925,2020,4800,1,0,2014,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305000.0,5,2.25,2660,8400,1.5,0,5,2660,1961,1590,8165,0,0,2014,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461000.0,3,3.25,2770,6278,2.0,0,3,1980,2006,1900,7349,1,0,2014,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215000.0,2,2.25,1610,2040,2.0,0,4,1610,1979,1950,2025,0,0,2014,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335000.0,2,1.75,1030,1066,2.0,0,3,765,2006,1030,1106,1,0,2014,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243500.0,4,2.5,1980,7403,2.0,0,3,1980,1988,1980,7510,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099880.0,5,2.75,3520,6353,2.0,0,4,3520,2001,2520,6250,0,0,2015,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153000.0,3,1.0,1200,10500,1.0,0,3,1200,1962,1350,10500,0,0,2015,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,3,1.5,1580,5000,1.0,0,3,1290,1939,1570,4500,1,0,2014,75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
700000.0,3,1.5,1580,5000,1.0,0,3,1290,1939,1570,4500,1,0,2014,75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
905000.0,4,2.5,3300,10250,1.0,0,3,2390,1946,1950,6045,1,1,2014,68,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
247500.0,3,1.75,1960,15681,1.0,0,3,1960,1967,1750,15616,0,0,2015,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199000.0,4,1.5,1160,6400,1.0,0,4,1160,1975,1160,6400,0,0,2014,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314000.0,3,1.75,1810,41800,1.0,0,5,1210,1980,1650,135036,1,0,2014,34,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437500.0,3,2.5,2320,36847,2.0,0,3,2320,1992,2550,35065,0,0,2014,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850830.0,3,2.5,2070,13241,1.5,0,5,1270,1910,2200,4500,1,0,2014,104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
555000.0,3,2.0,1980,3478,1.5,0,4,1440,1929,1610,3478,1,0,2014,85,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
699950.0,3,2.25,2190,107593,2.0,0,4,2190,1983,2570,47777,0,0,2014,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1088000.0,3,2.5,2920,8113,2.0,0,3,2920,1950,2370,8113,0,1,2014,64,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
290000.0,3,1.0,1210,33919,1.0,0,3,1210,1954,1640,14910,0,0,2014,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375000.0,3,2.5,2340,10005,1.0,0,4,1460,1978,2250,8162,1,0,2015,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
460000.0,3,1.0,1670,4005,1.5,0,4,1170,1939,1240,4005,1,0,2014,75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188500.0,2,1.75,1240,2493,1.0,0,4,1240,1985,1270,4966,0,0,2014,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680000.0,4,2.5,3140,28037,2.0,0,4,3140,1991,2990,35001,0,0,2015,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470000.0,5,1.75,2030,12342,2.0,0,4,2030,1942,2500,9433,0,0,2014,72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597750.0,4,2.5,2310,9624,2.0,0,3,2310,1984,1940,9636,0,0,2014,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570000.0,3,1.75,1260,3328,1.0,0,5,700,1905,1380,3536,1,0,2015,110,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272500.0,3,1.75,1540,12600,1.0,0,4,1160,1980,1540,11656,1,0,2014,34,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329950.0,3,1.75,2080,5969,1.0,0,3,1080,1971,2090,5500,1,0,2014,43,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480000.0,4,2.5,3230,16171,2.0,0,3,2520,2001,2640,8517,1,0,2014,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
740500.0,3,3.5,4380,6350,2.0,0,3,2780,1900,1830,6350,1,1,2014,114,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518500.0,3,3.5,1590,1102,3.0,0,3,1590,2010,1620,3166,0,0,2014,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205425.0,2,1.0,880,6780,1.0,0,4,880,1945,1190,6780,0,0,2014,69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171800.0,4,2.0,1570,9600,1.0,0,3,1570,1950,1880,9000,0,0,2015,65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535000.0,4,1.0,1610,2982,1.5,0,4,1610,1925,1610,4040,0,0,2015,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660000.0,3,2.5,2400,6474,1.0,0,3,1560,1964,2340,10856,1,0,2015,51,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391500.0,3,2.0,1450,9132,1.0,0,3,1450,1987,1580,9104,0,0,2014,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395000.0,2,1.0,770,6000,1.0,0,3,770,1953,1710,6000,0,0,2015,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445000.0,4,1.75,2100,4400,1.5,0,5,1720,1924,1850,4400,1,0,2014,90,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
770000.0,3,2.25,2910,10204,2.0,0,3,2910,1990,2700,13992,0,0,2014,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1450000.0,4,2.75,2750,17789,1.5,0,3,1980,1914,3060,11275,1,1,2015,101,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
445000.0,3,2.25,2100,8201,1.0,0,3,1620,1967,2660,8712,1,0,2014,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260000.0,4,2.25,2160,8811,1.0,0,3,1360,1978,2090,8400,1,0,2014,36,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
822500.0,5,3.5,2320,4960,2.0,0,5,1720,1926,1700,4960,1,0,2014,88,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,4,2.5,2070,4310,2.0,0,3,2070,2004,1970,3748,0,0,2015,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212000.0,3,1.75,1060,7875,1.0,0,4,1060,1986,1420,7680,0,0,2015,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660500.0,4,2.25,2010,9603,1.0,0,3,1440,1986,2060,9793,1,0,2015,29,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
784000.0,3,3.5,3950,111078,1.5,0,3,2460,1989,2480,88500,1,0,2014,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
453246.0,3,2.5,2010,2287,2.0,0,3,1390,2014,1690,1662,1,0,2014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
675000.0,4,3.5,2140,2278,3.0,0,3,2140,2005,1540,2285,0,0,2015,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199000.0,3,1.75,1320,17390,1.0,0,4,1320,1956,1550,19265,0,0,2014,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220000.0,4,1.75,2020,7840,1.0,0,3,1010,1968,1750,8140,1,0,2014,46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452000.0,4,2.25,2590,10002,1.0,0,4,1340,1968,1550,10436,1,0,2014,46,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382500.0,2,1.0,1190,4440,1.0,0,3,1190,1981,1060,5715,0,0,2014,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519950.0,3,2.25,1170,1249,3.0,0,3,1170,2014,1350,1310,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
665000.0,2,1.0,1110,3200,1.0,0,3,1110,1925,1170,3600,0,0,2014,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
